-0.03594203	-0.03739222	-0.03692597	-0.03712533	-0.03665265	-0.03681664	-0.03706424	-0.03658834	-0.03708675	-0.03677484	-0.03704816	-0.03663979	-0.03693240	-0.03693883	-0.03664622	-0.03708353	-0.03668159	-0.03692919	-0.03738579	-0.03726038	-0.03743402	-0.03711569	-0.03674912	-0.03650474	-0.03718321	-0.03693240	-0.03716070	-0.03686166	-0.03662371	-0.03704495	-0.03687452	-0.03709961	-0.03639220	-0.03712212	-0.03646615	-0.03708996	-0.03727325	-0.03712212	-0.03653368	-0.03681021	-0.03709318	-0.03680057	-0.03668481	-0.03662693	-0.03684237	-0.03682308	-0.03700958	-0.03666873	-0.03654654	-0.03708353	-0.03728289	-0.03681986	-0.03706424	-0.03725395	-0.03721537	-0.03715427	-0.03689382	-0.03631824	-0.03663979	-0.03668802	-0.03689060	-0.03728932	-0.03681021	-0.03742438	-0.03709961	-0.03658191	-0.03686488	-0.03717357	-0.03708032	-0.03710926	-0.03690025	-0.03688095	-0.03680700	-0.03703530	-0.03709961	-0.03693562	-0.03721215	-0.03691633	-0.03717035	-0.03685202	-0.03733434	-0.03685845	-0.03667838	-0.03674590	-0.03677163	-0.03632146	-0.03711247	-0.03730219	-0.03699028	-0.03694848	-0.03682629	-0.03680700	-0.03655297	-0.03696777	-0.03730862	-0.03688417	-0.03706745	-0.03700958	-0.03711569	-0.03704173	-0.03668481	-0.03681343	-0.03609315	-0.03666873	-0.03678127	-0.03710604	-0.03714784	-0.03685845	-0.03691954	-0.03680700	-0.03680378	-0.03675555	-0.03704816	-0.03698385	-0.03678127	-0.03690989	-0.03668481	-0.03671696	-0.03728611	-0.03708996	-0.03664622	-0.03685523	-0.03679092	-0.03704495	-0.03687452	-0.03610923	-0.03641471	-0.03685845	-0.03649831	-0.03681021	-0.03749833	-0.03699028	-0.03682308	-0.03683272	-0.03713176	-0.03681986	-0.03703208	-0.03676198	-0.03682629	-0.03718964	-0.03742759	-0.03682308	-0.03667838	-0.03671053	-0.03675877	-0.03647902
-0.03645329	-0.03686809	-0.03728932	-0.03676520	-0.03682951	-0.03678127	-0.03654333	-0.03658513	-0.03664301	-0.03679735	-0.03664944	-0.03690989	-0.03689382	-0.03697420	-0.03670410	-0.03619284	-0.03656583	-0.03676198	-0.03713498	-0.03713820	-0.03742438	-0.03697099	-0.03667195	-0.03688739	-0.03656905	-0.03651439	-0.03714463	-0.03726038	-0.03686166	-0.03672661	-0.03701601	-0.03725074	-0.03707389	-0.03696777	-0.03678127	-0.03663014	-0.03646937	-0.03679414	-0.03709961	-0.03692276	-0.03693240	-0.03698385	-0.03694526	-0.03704173	-0.03708675	-0.03692597	-0.03673626	-0.03654011	-0.03680378	-0.03652403	-0.03683594	-0.03672339	-0.03703851	-0.03684880	-0.03653368	-0.03663336	-0.03703208	-0.03696134	-0.03682308	-0.03668802	-0.03675233	-0.03706102	-0.03720894	-0.03718643	-0.03717678	-0.03652403	-0.03671053	-0.03670410	-0.03673304	-0.03716714	-0.03699028	-0.03684880	-0.03685845	-0.03714141	-0.03688095	-0.03706745	-0.03709961	-0.03698064	-0.03707710	-0.03724109	-0.03667516	-0.03708675	-0.03713820	-0.03720572	-0.03644686	-0.03675555	-0.03684237	-0.03714141	-0.03696134	-0.03649831	-0.03687131	-0.03662371	-0.03699028	-0.03689703	-0.03737293	-0.03677163	-0.03661085	-0.03681986	-0.03704816	-0.03686809	-0.03706424	-0.03693562	-0.03670732	-0.03636969	-0.03670089	-0.03673304	-0.03702244	-0.03666230	-0.03658834	-0.03636326	-0.03659799	-0.03673947	-0.03628930	-0.03642114	-0.03696134	-0.03698385	-0.03689382	-0.03701279	-0.03679414	-0.03678770	-0.03676520	-0.03678770	-0.03690025	-0.03666873	-0.03722501	-0.03688095	-0.03663014	-0.03670732	-0.03756586	-0.03718000	-0.03700314	-0.03726360	-0.03683272	-0.03681986	-0.03735042	-0.03639863	-0.03618962	-0.03688417	-0.03661728	-0.03658513	-0.03661728	-0.03716714	-0.03635040	-0.03656262	-0.03654011	-0.03599990
-0.03580054	-0.03672661	-0.03656583	-0.03658834	-0.03693562	-0.03678770	-0.03681664	-0.03682308	-0.03663658	-0.03691633	-0.03721858	-0.03670089	-0.03635361	-0.03662693	-0.03679092	-0.03659477	-0.03688739	-0.03723466	-0.03707710	-0.03727003	-0.03766875	-0.03682951	-0.03712212	-0.03700636	-0.03697099	-0.03722180	-0.03633753	-0.03650474	-0.03680057	-0.03666873	-0.03686488	-0.03614460	-0.03671375	-0.03679414	-0.03620248	-0.03695813	-0.03692919	-0.03663336	-0.03631502	-0.03662371	-0.03714463	-0.03702244	-0.03688095	-0.03714141	-0.03734399	-0.03680700	-0.03723788	-0.03700314	-0.03632467	-0.03643400	-0.03671053	-0.03716392	-0.03715106	-0.03670732	-0.03685523	-0.03680378	-0.03684880	-0.03693240	-0.03720251	-0.03680057	-0.03697099	-0.03695170	-0.03740830	-0.03681664	-0.03736328	-0.03668159	-0.03717035	-0.03730862	-0.03711569	-0.03692276	-0.03713176	-0.03693562	-0.03640506	-0.03696456	-0.03657870	-0.03652403	-0.03713820	-0.03690989	-0.03721537	-0.03686809	-0.03730219	-0.03658191	-0.03701279	-0.03692597	-0.03676520	-0.03684558	-0.03685523	-0.03672018	-0.03666230	-0.03683594	-0.03708675	-0.03661728	-0.03681986	-0.03705459	-0.03672018	-0.03690346	-0.03680700	-0.03699993	-0.03635683	-0.03644365	-0.03669767	-0.03689382	-0.03658834	-0.03750155	-0.03693562	-0.03664622	-0.03672983	-0.03642435	-0.03656262	-0.03636647	-0.03663658	-0.03686809	-0.03686488	-0.03675555	-0.03639220	-0.03660442	-0.03619927	-0.03630216	-0.03640184	-0.03688417	-0.03685202	-0.03690346	-0.03706102	-0.03691633	-0.03698385	-0.03722501	-0.03682308	-0.03692276	-0.03671375	-0.03693562	-0.03748547	-0.03699028	-0.03691633	-0.03700636	-0.03739865	-0.03664944	-0.03683594	-0.03694848	-0.03666552	-0.03671053	-0.03687452	-0.03690668	-0.03669767	-0.03637290	-0.03654976	-0.03702565
-0.03660442	-0.03647902	-0.03674590	-0.03683594	-0.03666552	-0.03683915	-0.03663014	-0.03619284	-0.03670732	-0.03659477	-0.03658191	-0.03618962	-0.03672339	-0.03688095	-0.03654333	-0.03621856	-0.03665908	-0.03652403	-0.03676520	-0.03681986	-0.03683594	-0.03661728	-0.03677484	-0.03668481	-0.03672339	-0.03646615	-0.03672661	-0.03675555	-0.03648866	-0.03690346	-0.03674590	-0.03686166	-0.03679735	-0.03634396	-0.03642114	-0.03707067	-0.03732470	-0.03679092	-0.03626679	-0.03680057	-0.03671375	-0.03635361	-0.03669446	-0.03651117	-0.03663336	-0.03658513	-0.03644043	-0.03659799	-0.03641792	-0.03692597	-0.03637612	-0.03625393	-0.03658834	-0.03666552	-0.03662050	-0.03675555	-0.03698707	-0.03676520	-0.03703208	-0.03650796	-0.03656583	-0.03611566	-0.03650796	-0.03652725	-0.03629573	-0.03630216	-0.03686809	-0.03676841	-0.03682951	-0.03663014	-0.03698707	-0.03708675	-0.03648545	-0.03623142	-0.03649831	-0.03645972	-0.03650796	-0.03621213	-0.03652082	-0.03644365	-0.03664944	-0.03679735	-0.03632146	-0.03650152	-0.03638255	-0.03683915	-0.03650796	-0.03631502	-0.03654333	-0.03642757	-0.03652725	-0.03649831	-0.03711569	-0.03678449	-0.03645008	-0.03673304	-0.03689703	-0.03643078	-0.03633753	-0.03641471	-0.03674912	-0.03664622	-0.03684237	-0.03622177	-0.03635040	-0.03636326	-0.03641471	-0.03651117	-0.03650796	-0.03638898	-0.03642757	-0.03636969	-0.03687131	-0.03648545	-0.03684558	-0.03649509	-0.03653368	-0.03651439	-0.03663979	-0.03686166	-0.03663336	-0.03614782	-0.03659156	-0.03626036	-0.03635361	-0.03641792	-0.03695813	-0.03669767	-0.03616711	-0.03609959	-0.03682629	-0.03687774	-0.03679092	-0.03641792	-0.03670410	-0.03698385	-0.03661407	-0.03680057	-0.03642114	-0.03666873	-0.03635040	-0.03682951	-0.03667195	-0.03646294	-0.03627965	-0.03717035
-0.03672983	-0.03661407	-0.03623142	-0.03651117	-0.03646294	-0.03659799	-0.03676198	-0.03633432	-0.03640184	-0.03605778	-0.03656262	-0.03633110	-0.03678449	-0.03655940	-0.03641792	-0.03651760	-0.03568478	-0.03660121	-0.03624750	-0.03632789	-0.03671375	-0.03649188	-0.03636647	-0.03621856	-0.03617354	-0.03657870	-0.03667195	-0.03680057	-0.03647258	-0.03676841	-0.03635683	-0.03599347	-0.03654976	-0.03645008	-0.03654654	-0.03610923	-0.03678449	-0.03653368	-0.03634075	-0.03599990	-0.03638898	-0.03652403	-0.03599990	-0.03601598	-0.03630859	-0.03648223	-0.03638577	-0.03619284	-0.03620891	-0.03640827	-0.03644365	-0.03686809	-0.03619927	-0.03659799	-0.03624428	-0.03666552	-0.03631502	-0.03659799	-0.03639541	-0.03637934	-0.03608351	-0.03590022	-0.03632467	-0.03662693	-0.03620891	-0.03619605	-0.03625715	-0.03637612	-0.03658834	-0.03656905	-0.03629252	-0.03616711	-0.03648223	-0.03669767	-0.03646294	-0.03594203	-0.03606100	-0.03645972	-0.03675877	-0.03629252	-0.03644043	-0.03670089	-0.03616068	-0.03603206	-0.03645651	-0.03593559	-0.03586807	-0.03612531	-0.03651439	-0.03659477	-0.03629252	-0.03613496	-0.03624750	-0.03652082	-0.03649509	-0.03637934	-0.03653368	-0.03640506	-0.03630538	-0.03612531	-0.03642757	-0.03688417	-0.03640827	-0.03608029	-0.03628930	-0.03618640	-0.03651117	-0.03638898	-0.03629895	-0.03610923	-0.03621213	-0.03633110	-0.03650474	-0.03662050	-0.03599026	-0.03638898	-0.03615103	-0.03648223	-0.03637290	-0.03615103	-0.03654011	-0.03610602	-0.03655940	-0.03597097	-0.03647902	-0.03607708	-0.03606743	-0.03654011	-0.03664301	-0.03654011	-0.03634396	-0.03647580	-0.03675877	-0.03622499	-0.03609637	-0.03671375	-0.03645972	-0.03608672	-0.03581019	-0.03615103	-0.03599026	-0.03666230	-0.03610280	-0.03648545	-0.03628609	-0.03605135
-0.03642435	-0.03613496	-0.03616068	-0.03642435	-0.03636647	-0.03617033	-0.03669124	-0.03632467	-0.03663014	-0.03592916	-0.03671053	-0.03609637	-0.03617676	-0.03590665	-0.03632467	-0.03678127	-0.03657227	-0.03667516	-0.03661728	-0.03668802	-0.03626679	-0.03602884	-0.03635361	-0.03620891	-0.03659799	-0.03648866	-0.03631181	-0.03630859	-0.03637934	-0.03649509	-0.03637934	-0.03654011	-0.03634718	-0.03666873	-0.03643078	-0.03594524	-0.03631824	-0.03646937	-0.03598704	-0.03636969	-0.03698707	-0.03610602	-0.03587128	-0.03636326	-0.03597740	-0.03604171	-0.03614782	-0.03598704	-0.03636969	-0.03655940	-0.03652082	-0.03653690	-0.03667516	-0.03636969	-0.03682951	-0.03621856	-0.03656905	-0.03637934	-0.03665587	-0.03661728	-0.03673304	-0.03623142	-0.03619605	-0.03662371	-0.03655297	-0.03655940	-0.03657227	-0.03648223	-0.03618319	-0.03665908	-0.03645972	-0.03675233	-0.03669767	-0.03616711	-0.03633110	-0.03609959	-0.03626358	-0.03692276	-0.03652403	-0.03681664	-0.03628930	-0.03644043	-0.03690989	-0.03595810	-0.03593881	-0.03646937	-0.03660764	-0.03647258	-0.03647258	-0.03630538	-0.03681986	-0.03638577	-0.03653368	-0.03647258	-0.03669767	-0.03671375	-0.03639541	-0.03659477	-0.03644686	-0.03678770	-0.03629895	-0.03607065	-0.03662050	-0.03587450	-0.03618319	-0.03634396	-0.03625393	-0.03632146	-0.03649509	-0.03654976	-0.03623785	-0.03620570	-0.03618640	-0.03633753	-0.03600955	-0.03600634	-0.03678770	-0.03663979	-0.03634396	-0.03624750	-0.03648866	-0.03672983	-0.03642435	-0.03702565	-0.03599026	-0.03672018	-0.03655297	-0.03654333	-0.03636004	-0.03599990	-0.03608672	-0.03647902	-0.03667838	-0.03632146	-0.03634396	-0.03636326	-0.03694848	-0.03668802	-0.03662371	-0.03670410	-0.03647580	-0.03622821	-0.03640184	-0.03621534	-0.03654976	-0.03668159
-0.03683272	-0.03694848	-0.03691954	-0.03665265	-0.03638898	-0.03656583	-0.03676841	-0.03659156	-0.03648866	-0.03651439	-0.03640506	-0.03647580	-0.03693240	-0.03661407	-0.03638255	-0.03648545	-0.03643078	-0.03606421	-0.03700314	-0.03609959	-0.03610923	-0.03627001	-0.03649509	-0.03664622	-0.03651439	-0.03674269	-0.03671375	-0.03682951	-0.03649831	-0.03673947	-0.03606100	-0.03696134	-0.03643721	-0.03649188	-0.03657548	-0.03634075	-0.03661407	-0.03662050	-0.03640506	-0.03693562	-0.03687774	-0.03651117	-0.03604492	-0.03647258	-0.03653368	-0.03624107	-0.03652082	-0.03656262	-0.03692597	-0.03664301	-0.03668802	-0.03631181	-0.03677484	-0.03688417	-0.03650474	-0.03645651	-0.03668802	-0.03638255	-0.03618640	-0.03656905	-0.03643400	-0.03670089	-0.03686166	-0.03677806	-0.03671053	-0.03662371	-0.03647580	-0.03637934	-0.03649188	-0.03615746	-0.03657227	-0.03679092	-0.03682629	-0.03664301	-0.03627001	-0.03657227	-0.03645651	-0.03634718	-0.03698385	-0.03604814	-0.03668802	-0.03617033	-0.03684558	-0.03649509	-0.03637612	-0.03649188	-0.03681664	-0.03648223	-0.03651760	-0.03668481	-0.03642114	-0.03665908	-0.03663979	-0.03674912	-0.03586164	-0.03595810	-0.03690346	-0.03707710	-0.03680057	-0.03654011	-0.03669446	-0.03629895	-0.03616068	-0.03660442	-0.03669124	-0.03626358	-0.03666552	-0.03620570	-0.03666873	-0.03659477	-0.03644686	-0.03660121	-0.03673626	-0.03669124	-0.03632146	-0.03651117	-0.03663979	-0.03654654	-0.03686166	-0.03654333	-0.03647258	-0.03655940	-0.03645329	-0.03646937	-0.03666552	-0.03699028	-0.03671053	-0.03679092	-0.03651760	-0.03661085	-0.03621534	-0.03685523	-0.03675555	-0.03702565	-0.03654654	-0.03629573	-0.03654976	-0.03667838	-0.03676198	-0.03662371	-0.03679414	-0.03704495	-0.03645008	-0.03674269	-0.03664944	-0.03621856
-0.03633110	-0.03654976	-0.03641792	-0.03662693	-0.03654654	-0.03696456	-0.03692597	-0.03668802	-0.03681021	-0.03632146	-0.03663658	-0.03694848	-0.03666552	-0.03690668	-0.03688739	-0.03678127	-0.03663658	-0.03670732	-0.03646294	-0.03642757	-0.03661728	-0.03639541	-0.03666552	-0.03656262	-0.03673304	-0.03634075	-0.03708996	-0.03654011	-0.03636326	-0.03646615	-0.03694848	-0.03666873	-0.03634396	-0.03662693	-0.03619927	-0.03700314	-0.03690668	-0.03700314	-0.03715106	-0.03608029	-0.03667195	-0.03698064	-0.03701279	-0.03709639	-0.03677484	-0.03674269	-0.03694848	-0.03691954	-0.03673947	-0.03652725	-0.03657870	-0.03654654	-0.03628287	-0.03664622	-0.03685845	-0.03685202	-0.03682629	-0.03698064	-0.03660764	-0.03667838	-0.03687131	-0.03635040	-0.03630859	-0.03631502	-0.03656905	-0.03661728	-0.03689382	-0.03677806	-0.03648223	-0.03655619	-0.03690346	-0.03636004	-0.03698064	-0.03672661	-0.03663979	-0.03687131	-0.03698385	-0.03684237	-0.03622177	-0.03637934	-0.03676198	-0.03676841	-0.03652403	-0.03710926	-0.03690989	-0.03633753	-0.03668159	-0.03713176	-0.03688417	-0.03668481	-0.03654976	-0.03674269	-0.03642757	-0.03635361	-0.03692597	-0.03699028	-0.03724109	-0.03663979	-0.03608351	-0.03659477	-0.03666230	-0.03689703	-0.03662371	-0.03684880	-0.03640506	-0.03645008	-0.03661085	-0.03697742	-0.03719286	-0.03686166	-0.03671696	-0.03680378	-0.03646294	-0.03677163	-0.03667516	-0.03639220	-0.03633110	-0.03668802	-0.03655940	-0.03629252	-0.03669124	-0.03657227	-0.03629573	-0.03645972	-0.03657870	-0.03650152	-0.03642757	-0.03703851	-0.03719607	-0.03672339	-0.03608994	-0.03672018	-0.03628930	-0.03685523	-0.03665587	-0.03660121	-0.03656262	-0.03640184	-0.03647258	-0.03690668	-0.03663014	-0.03664622	-0.03630216	-0.03650152	-0.03672018	-0.03653690
-0.03660764	-0.03659156	-0.03671696	-0.03645329	-0.03641471	-0.03708353	-0.03701922	-0.03641792	-0.03637612	-0.03640827	-0.03691633	-0.03683915	-0.03591630	-0.03690025	-0.03708353	-0.03665908	-0.03674912	-0.03656583	-0.03649831	-0.03664301	-0.03686809	-0.03661085	-0.03676198	-0.03643078	-0.03644686	-0.03642757	-0.03645329	-0.03684880	-0.03695170	-0.03660442	-0.03660442	-0.03634075	-0.03717357	-0.03649188	-0.03650152	-0.03629573	-0.03608351	-0.03672983	-0.03656583	-0.03652403	-0.03636326	-0.03635683	-0.03691954	-0.03718000	-0.03675877	-0.03648223	-0.03658834	-0.03596132	-0.03628287	-0.03680057	-0.03666552	-0.03630859	-0.03690668	-0.03632789	-0.03607386	-0.03660764	-0.03672018	-0.03693883	-0.03688417	-0.03636969	-0.03607386	-0.03653368	-0.03676841	-0.03651439	-0.03673947	-0.03686809	-0.03653046	-0.03657870	-0.03666230	-0.03666552	-0.03716714	-0.03724752	-0.03676841	-0.03682308	-0.03745975	-0.03663014	-0.03645651	-0.03616711	-0.03658191	-0.03640184	-0.03697420	-0.03650796	-0.03616390	-0.03634396	-0.03659477	-0.03657870	-0.03670410	-0.03615425	-0.03656262	-0.03639541	-0.03654333	-0.03663979	-0.03668481	-0.03671053	-0.03644365	-0.03662371	-0.03619927	-0.03673947	-0.03669124	-0.03677163	-0.03628930	-0.03663658	-0.03629252	-0.03648866	-0.03674912	-0.03643078	-0.03690025	-0.03681021	-0.03672339	-0.03667195	-0.03654654	-0.03632467	-0.03662371	-0.03634718	-0.03663336	-0.03659799	-0.03623464	-0.03636969	-0.03614139	-0.03666230	-0.03652403	-0.03645008	-0.03658513	-0.03654011	-0.03685845	-0.03634718	-0.03597740	-0.03653046	-0.03632467	-0.03660121	-0.03683594	-0.03663979	-0.03689382	-0.03641149	-0.03672018	-0.03664622	-0.03648866	-0.03619927	-0.03655297	-0.03621213	-0.03652725	-0.03623464	-0.03626036	-0.03635361	-0.03647580	-0.03665265
-0.03643721	-0.03656262	-0.03623464	-0.03666230	-0.03611245	-0.03711890	-0.03682308	-0.03672339	-0.03686488	-0.03671053	-0.03701279	-0.03658513	-0.03633110	-0.03658191	-0.03688095	-0.03606100	-0.03625071	-0.03645972	-0.03622821	-0.03677806	-0.03664301	-0.03635361	-0.03654011	-0.03615746	-0.03652725	-0.03659477	-0.03608672	-0.03659799	-0.03615103	-0.03632789	-0.03672339	-0.03622499	-0.03629252	-0.03653368	-0.03643400	-0.03661407	-0.03638898	-0.03659799	-0.03690668	-0.03709639	-0.03654654	-0.03646294	-0.03679414	-0.03689703	-0.03648223	-0.03673626	-0.03655297	-0.03638255	-0.03681021	-0.03652403	-0.03645972	-0.03661728	-0.03641471	-0.03645651	-0.03658834	-0.03661407	-0.03686809	-0.03647258	-0.03641792	-0.03669446	-0.03685845	-0.03635361	-0.03691954	-0.03633432	-0.03615425	-0.03634718	-0.03635040	-0.03638255	-0.03649831	-0.03616711	-0.03682951	-0.03630216	-0.03629252	-0.03593559	-0.03626679	-0.03681986	-0.03599026	-0.03630216	-0.03658513	-0.03638255	-0.03612209	-0.03620570	-0.03660442	-0.03658513	-0.03605457	-0.03672983	-0.03648545	-0.03624428	-0.03604171	-0.03604171	-0.03608029	-0.03602241	-0.03624107	-0.03625071	-0.03637612	-0.03667516	-0.03633110	-0.03644365	-0.03643400	-0.03636326	-0.03643400	-0.03706424	-0.03642114	-0.03626679	-0.03632146	-0.03677163	-0.03690989	-0.03630859	-0.03629895	-0.03651117	-0.03613817	-0.03647258	-0.03663979	-0.03692919	-0.03614782	-0.03589379	-0.03647580	-0.03622499	-0.03643721	-0.03617354	-0.03624750	-0.03665908	-0.03667195	-0.03668481	-0.03675877	-0.03663979	-0.03650796	-0.03594846	-0.03601277	-0.03640827	-0.03622177	-0.03651117	-0.03670732	-0.03606100	-0.03632467	-0.03620570	-0.03694848	-0.03698707	-0.03731183	-0.03628287	-0.03640827	-0.03691311	-0.03664944	-0.03635683	-0.03652725	-0.03666873
-0.03660121	-0.03650796	-0.03659477	-0.03647580	-0.03676198	-0.03632146	-0.03651439	-0.03590344	-0.03676841	-0.03673304	-0.03666552	-0.03634718	-0.03603528	-0.03621534	-0.03652082	-0.03663979	-0.03680057	-0.03697742	-0.03670089	-0.03659477	-0.03695491	-0.03610280	-0.03671696	-0.03636647	-0.03663014	-0.03650152	-0.03677163	-0.03661728	-0.03647258	-0.03658513	-0.03662050	-0.03660764	-0.03696456	-0.03661407	-0.03683915	-0.03620891	-0.03656905	-0.03647902	-0.03619284	-0.03630538	-0.03662050	-0.03655619	-0.03608672	-0.03610602	-0.03672661	-0.03672983	-0.03650796	-0.03665265	-0.03663658	-0.03639220	-0.03679414	-0.03650796	-0.03641471	-0.03656583	-0.03648223	-0.03688417	-0.03700636	-0.03678127	-0.03645651	-0.03632789	-0.03622499	-0.03597418	-0.03655297	-0.03667195	-0.03635040	-0.03599347	-0.03629573	-0.03653690	-0.03611566	-0.03659477	-0.03664622	-0.03616711	-0.03657227	-0.03670089	-0.03614139	-0.03581341	-0.03599347	-0.03641471	-0.03644686	-0.03691954	-0.03694205	-0.03608351	-0.03658513	-0.03624107	-0.03677484	-0.03640827	-0.03634718	-0.03619605	-0.03688417	-0.03687774	-0.03639863	-0.03648545	-0.03638898	-0.03639220	-0.03630538	-0.03609959	-0.03657227	-0.03652082	-0.03634718	-0.03653690	-0.03658191	-0.03600634	-0.03616390	-0.03646937	-0.03639863	-0.03670410	-0.03635361	-0.03621213	-0.03652403	-0.03596453	-0.03605135	-0.03650796	-0.03647902	-0.03644365	-0.03609315	-0.03633432	-0.03617997	-0.03619927	-0.03600955	-0.03615746	-0.03669124	-0.03616390	-0.03601277	-0.03627965	-0.03660121	-0.03682308	-0.03657870	-0.03645329	-0.03669124	-0.03670410	-0.03660442	-0.03608994	-0.03629252	-0.03633110	-0.03626036	-0.03597097	-0.03635040	-0.03635040	-0.03652403	-0.03706745	-0.03631824	-0.03636326	-0.03639541	-0.03642435	-0.03609959	-0.03621213
-0.03623464	-0.03615425	-0.03605778	-0.03619284	-0.03597418	-0.03610602	-0.03598704	-0.03641471	-0.03634718	-0.03606743	-0.03649509	-0.03601920	-0.03633110	-0.03610280	-0.03658513	-0.03635040	-0.03656583	-0.03637612	-0.03623142	-0.03641471	-0.03608672	-0.03642435	-0.03632467	-0.03633432	-0.03581984	-0.03665908	-0.03624107	-0.03652403	-0.03671053	-0.03634396	-0.03661407	-0.03607708	-0.03630859	-0.03674590	-0.03575553	-0.03625393	-0.03629573	-0.03659477	-0.03617676	-0.03693562	-0.03641149	-0.03663014	-0.03635683	-0.03595489	-0.03638577	-0.03582627	-0.03615746	-0.03643400	-0.03669124	-0.03672339	-0.03657227	-0.03610602	-0.03612531	-0.03630859	-0.03584878	-0.03657870	-0.03628287	-0.03642757	-0.03611245	-0.03597418	-0.03608994	-0.03613817	-0.03662693	-0.03633753	-0.03664301	-0.03664622	-0.03632146	-0.03640184	-0.03583591	-0.03620570	-0.03621856	-0.03613496	-0.03616390	-0.03561726	-0.03553366	-0.03633110	-0.03651760	-0.03690668	-0.03596775	-0.03643721	-0.03656583	-0.03608672	-0.03701601	-0.03617676	-0.03654011	-0.03663658	-0.03599990	-0.03645008	-0.03619605	-0.03604492	-0.03651117	-0.03665265	-0.03642114	-0.03674590	-0.03601277	-0.03588736	-0.03611888	-0.03651760	-0.03651760	-0.03685845	-0.03647902	-0.03645008	-0.03625071	-0.03639220	-0.03606100	-0.03571051	-0.03610280	-0.03632146	-0.03642435	-0.03614460	-0.03615746	-0.03596453	-0.03643400	-0.03599669	-0.03633753	-0.03659799	-0.03579733	-0.03666552	-0.03631181	-0.03587772	-0.03631181	-0.03640827	-0.03662693	-0.03614460	-0.03610923	-0.03579090	-0.03610602	-0.03621213	-0.03618319	-0.03598704	-0.03661085	-0.03637934	-0.03594524	-0.03598383	-0.03662371	-0.03644686	-0.03661407	-0.03622177	-0.03629573	-0.03602241	-0.03627322	-0.03609637	-0.03599347	-0.03640506	-0.03598061	-0.03640506
-0.03609959	-0.03657870	-0.03637290	-0.03648866	-0.03621213	-0.03642435	-0.03640827	-0.03657870	-0.03598704	-0.03630216	-0.03604492	-0.03618640	-0.03636004	-0.03642114	-0.03627965	-0.03625071	-0.03617997	-0.03623142	-0.03616068	-0.03660121	-0.03622177	-0.03610923	-0.03590665	-0.03600312	-0.03593559	-0.03617033	-0.03676520	-0.03636647	-0.03612209	-0.03625393	-0.03585199	-0.03659156	-0.03599347	-0.03569765	-0.03595810	-0.03642757	-0.03619605	-0.03630216	-0.03617354	-0.03663336	-0.03640827	-0.03625715	-0.03663014	-0.03647580	-0.03643721	-0.03619605	-0.03625393	-0.03700636	-0.03629252	-0.03628287	-0.03639863	-0.03619605	-0.03597097	-0.03638577	-0.03658834	-0.03630538	-0.03660121	-0.03665265	-0.03646294	-0.03632789	-0.03640506	-0.03641471	-0.03583913	-0.03617997	-0.03608029	-0.03632467	-0.03606421	-0.03627001	-0.03645651	-0.03656262	-0.03670732	-0.03679092	-0.03697742	-0.03624750	-0.03611566	-0.03615103	-0.03630538	-0.03628609	-0.03692276	-0.03624107	-0.03622499	-0.03580697	-0.03603528	-0.03623785	-0.03630216	-0.03603849	-0.03636647	-0.03626358	-0.03635040	-0.03652403	-0.03655619	-0.03623142	-0.03610280	-0.03638255	-0.03687774	-0.03675877	-0.03574266	-0.03690346	-0.03657227	-0.03662693	-0.03670089	-0.03624750	-0.03639863	-0.03628287	-0.03610280	-0.03656262	-0.03635040	-0.03617033	-0.03652725	-0.03592273	-0.03674269	-0.03614782	-0.03621534	-0.03653690	-0.03689060	-0.03638255	-0.03624107	-0.03608672	-0.03609959	-0.03623464	-0.03641792	-0.03620891	-0.03665587	-0.03653690	-0.03642114	-0.03607386	-0.03586485	-0.03603206	-0.03649509	-0.03620248	-0.03645329	-0.03606421	-0.03623142	-0.03645008	-0.03619927	-0.03641471	-0.03609315	-0.03622177	-0.03648223	-0.03634718	-0.03665265	-0.03614460	-0.03661728	-0.03615746	-0.03608351	-0.03614139
